Scaffold,Inhibitor,Noninhibitor,OddsRatio,p_value,
C1CC[NH2+]C1,0,3,0,0.555502319,-0.255314124
C1CN2CCC1CC2,0,3,0,0.555502319,-0.255314124
C1CNCNC1,0,3,0,0.555502319,-0.255314124
C=C(c1ccccc1)c1ccccc1,0,3,0,0.555502319,-0.255314124
N=C1CCCCC1,0,3,0,0.555502319,-0.255314124
N=C1OC(=O)N2C(=O)C=C3CCc4c[nH]cc4C3C12,0,3,0,0.555502319,-0.255314124
O=C(C=Cc1ccccc1)N1CCCC1,0,3,0,0.555502319,-0.255314124
O=C(CC1CCCC(CCc2ccccc2)N1)c1ccccc1,0,3,0,0.555502319,-0.255314124
O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,0,3,0,0.555502319,-0.255314124
O=C(Cc1ccccc1)OC1CC2CCC(C1)[NH2+]2,0,3,0,0.555502319,-0.255314124
O=C(NC(=O)c1ccccc1)Nc1ccccc1,0,3,0,0.555502319,-0.255314124
O=C(NCC1CCCN1)C(=O)Nc1ccccc1,0,3,0,0.555502319,-0.255314124
O=C(NCCCN1CCN(c2ccccc2)CC1)C1CCCNC1,0,3,0,0.555502319,-0.255314124
O=C(NCCN1CCOCC1)c1ccccc1,0,3,0,0.555502319,-0.255314124
O=C(NCc1ccc2c(c1)OCO2)c1ccc2c[nH]nc2c1,0,3,0,0.555502319,-0.255314124
O=C(NN=C1CCCC2c3cn(Cc4ccccc4)cc3CCC12)OCc1ccccc1,0,3,0,0.555502319,-0.255314124
O=C(Nc1ccc(NC(=O)c2ccco2)cc1)c1ccccc1,0,3,0,0.555502319,-0.255314124
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3ccccc3)CC2)C1,0,3,0,0.555502319,-0.255314124
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3cnccn3)CC2)C1,0,3,0,0.555502319,-0.255314124
O=C(Nc1ccccc1)OCc1cc(-c2ccccc2)on1,0,3,0,0.555502319,-0.255314124
O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1,0,3,0,0.555502319,-0.255314124
O=C(ON=Cc1nccs1)c1ccccc1,0,3,0,0.555502319,-0.255314124
O=C(Oc1ccccc1)c1cccnc1,0,3,0,0.555502319,-0.255314124
O=C(c1ccc[nH]1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0,3,0,0.555502319,-0.255314124
O=C(c1ccccc1)N1CCNCC1,0,3,0,0.555502319,-0.255314124
O=C(c1ccccc1)n1ccc2ccccc21,0,3,0,0.555502319,-0.255314124
O=C(c1ccco1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0,3,0,0.555502319,-0.255314124
O=C(c1ccco1)N1CCC2(CCNCC2)CC1,0,3,0,0.555502319,-0.255314124
O=C(c1cnccn1)N1CCC2(CC1)CN(Cc1ccccc1)C2,0,3,0,0.555502319,-0.255314124
O=C1C2=C(C(=O)c3cc4ccccc4cc31)C(OC1CCCCO1)CCC2,0,3,0,0.555502319,-0.255314124
O=C1C2=CCc3c[nH]cc3C2CC2OC12,0,3,0,0.555502319,-0.255314124
O=C1C2CCCN2C(c2ccccc2)N1c1ccon1,0,3,0,0.555502319,-0.255314124
O=C1C=CCC2c3c[nH]cc3CCC12,0,3,0,0.555502319,-0.255314124
O=C1CC(=O)NC(=O)N1,0,3,0,0.555502319,-0.255314124
O=C1CC(=O)c2ccccc21,0,3,0,0.555502319,-0.255314124
O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,0,3,0,0.555502319,-0.255314124
O=C1CC2C3CCCCC3CCC2C2CC3OC4(CCCCO4)CC3C12,0,3,0,0.555502319,-0.255314124
O=C1CC2CCC1C2,0,3,0,0.555502319,-0.255314124
O=C1CC2CCC=C3C(=O)CC=C3C2O1,0,3,0,0.555502319,-0.255314124
O=C1CC2CCCC3CCC4OOC32C(O1)O4,0,3,0,0.555502319,-0.255314124
O=C1CC=CCCCOC(=O)CC=CCCOC(=O)CN1,0,3,0,0.555502319,-0.255314124
O=C1CC=CCCCOC(=O)CCOC(=O)CN1,0,3,0,0.555502319,-0.255314124
O=C1CCC2C(=CCC3C4CCCC4CC(=O)C23)C1,0,3,0,0.555502319,-0.255314124
O=C1CCCC(=O)OC2CCN3CC=C(CO1)C23,0,3,0,0.555502319,-0.255314124
O=C1CCCC2c3c[nH]cc3CCC12,0,3,0,0.555502319,-0.255314124
O=C1CCCC2c3cn(Cc4ccccc4)cc3CCC12,0,3,0,0.555502319,-0.255314124
O=C1CCCCCCCCCCCC2CCCC(CC(OC3CCCCO3)C=CC=CC=CC=CC=CC=CC=CCCCCO1)O2,0,3,0,0.555502319,-0.255314124
O=C1CCCN1c1ccccc1,0,3,0,0.555502319,-0.255314124
O=C1COc2ccc(NC(=O)N3CCN(c4ccccc4)CC3)cc2N1,0,3,0,0.555502319,-0.255314124
O=C1NC(=O)c2cccc3cccc1c23,0,3,0,0.555502319,-0.255314124
O=C1NC=C(C(=O)OCc2ccccc2)C(c2ccccc2)N1,0,3,0,0.555502319,-0.255314124
O=C1NS(=O)(=O)c2ccccc21,0,3,0,0.555502319,-0.255314124
O=C1OCCN2C1CCCC2c1ccccc1,0,3,0,0.555502319,-0.255314124
O=C1c2ccccc2C(=O)N1CCc1ccccc1,0,3,0,0.555502319,-0.255314124
O=S(=O)(Nc1ccccn1)c1ccccc1,0,3,0,0.555502319,-0.255314124
O=S(=O)(c1ccccc1)N1CCC2(CCNCC2)CC1,0,3,0,0.555502319,-0.255314124
O=c1cn[nH]cn1,0,3,0,0.555502319,-0.255314124
c1cc(-c2cnoc2)ncn1,0,3,0,0.555502319,-0.255314124
c1cc(N2CCC3(CCNCC3)CC2)ccn1,0,3,0,0.555502319,-0.255314124
c1cc(N2CCOCC2)ncn1,0,3,0,0.555502319,-0.255314124
c1cc2c(s1)CCCC2,0,3,0,0.555502319,-0.255314124
c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3ccc(cc31)Oc1cccc3c1C(C2)NCC3,0,3,0,0.555502319,-0.255314124
c1ccc(-c2ccc(CN3CC4C(c5cccnc5)C5(c6ccccc6)CC4(C5)C3c3ccccc3)cc2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2cccc(N3CCC4(CCNCC4)CC3)c2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2cccs2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2ccnn2-c2ccccc2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2cn3ccccc3n2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2nc[nH]n2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2ncon2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2nn[nH]n2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2nncs2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2nnn[nH]2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-c2noc(-c3ccccc3)n2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(-n2cccn2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(C2CO2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(C2Oc3ccccc3-c3nc4ccccc4nc32)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(CC2=NCCN2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(CC2NCCc3ccccc32)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(CN2CCC3(CCCNC3)C2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(CNC2CCCCC2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(CNCc2cccc3ccccc23)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(CNc2ccccn2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(CNc2ncnc3c2ncn3C2CCCO2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(Cn2ccnn2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(N2CCC3(CCNCC3)CC2)nc1,0,3,0,0.555502319,-0.255314124
c1ccc(N2CCCC3(CCNCC3)C2)nc1,0,3,0,0.555502319,-0.255314124
c1ccc(N=Nc2ccc3ccccc3c2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(N=Nc2cccc3ccccc23)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(N=Nc2ccccc2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(OCC2CO2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(OCCCN2CCOCC2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc(OCCOc2ccccc2)cc1,0,3,0,0.555502319,-0.255314124
c1ccc2c(Cc3cccc4ccccc34)cccc2c1,0,3,0,0.555502319,-0.255314124
c1ccc2c(N=Nc3cccc4ccccc34)cccc2c1,0,3,0,0.555502319,-0.255314124
c1ccc2c(c1)CCCC2C1=NCCN1,0,3,0,0.555502319,-0.255314124
c1ccc2c(c1)NC1C3CC4CCN3C3CC21CC43,0,3,0,0.555502319,-0.255314124
c1ccc2n[nH]cc2c1,0,3,0,0.555502319,-0.255314124
c1ccc2nc3c(cc2c1)CCCC3,0,3,0,0.555502319,-0.255314124
c1ccc2nccnc2c1,0,3,0,0.555502319,-0.255314124
c1ccc2sc[nH+]c2c1,0,3,0,0.555502319,-0.255314124
c1ccn2cnnc2c1,0,3,0,0.555502319,-0.255314124
c1cnc2ccnn2c1,0,3,0,0.555502319,-0.255314124
c1cnc2ncnn2c1,0,3,0,0.555502319,-0.255314124
c1ncc2ccsc2n1,0,3,0,0.555502319,-0.255314124
c1nn[nH]n1,0,3,0,0.555502319,-0.255314124
O=C(Cc1ccccc1)Nc1ccccc1,2,2,1.984861228,0.605929929,-0.217577595
O=C(NN=Cc1ccccc1)c1ccccc1,2,2,1.984861228,0.605929929,-0.217577595
O=S(=O)(NCCc1ccccc1)c1ccccc1,2,2,1.984861228,0.605929929,-0.217577595
O=S(=O)(c1ccccc1)N1CCOc2ccccc21,2,2,1.984861228,0.605929929,-0.217577595
c1ccc(-c2cc(NCc3cccs3)ncn2)cc1,2,2,1.984861228,0.605929929,-0.217577595
c1ccc(-c2nccc(NCc3ccco3)n2)cc1,2,2,1.984861228,0.605929929,-0.217577595
c1ccc(CNc2ccccc2)cc1,2,2,1.984861228,0.605929929,-0.217577595
c1ccc(Cn2ccnc2)cc1,2,2,1.984861228,0.605929929,-0.217577595
c1ccc2c(c1)CCC1CCCCC21,2,2,1.984861228,0.605929929,-0.217577595
C1=C2c3cccc4[nH]cc(c34)CC2NCC1,1,4,0.495936099,0.66985019,-0.174022315
C1=CC(c2ccccc2)OCC1,1,4,0.495936099,0.66985019,-0.174022315
N=C1CCCC2c3cn(-c4cccc(Oc5ccccc5)c4)cc3CCC12,1,4,0.495936099,0.66985019,-0.174022315
O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,1,4,0.495936099,0.66985019,-0.174022315
O=C1NC(=O)c2ccccc21,1,4,0.495936099,0.66985019,-0.174022315
c1ccc(-c2ccon2)cc1,1,4,0.495936099,0.66985019,-0.174022315
c1ccc(C(c2ccccc2)N2CCNCC2)cc1,1,4,0.495936099,0.66985019,-0.174022315
c1ccc(C2CCc3ccccc3O2)cc1,1,4,0.495936099,0.66985019,-0.174022315
c1ccc(Cn2cnc3ccccc32)cc1,1,4,0.495936099,0.66985019,-0.174022315
c1coc(COCCCON=C2CCCC3c4c[nH]cc4CCC23)c1,1,4,0.495936099,0.66985019,-0.174022315
C1C2CC3CC1CC(C2)C3,1,5,0.396692825,0.670703009,-0.173469745
O=c1[nH][nH]cc1C=Nc1ccccc1,1,5,0.396692825,0.670703009,-0.173469745
c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,1,5,0.396692825,0.670703009,-0.173469745
c1ccc2c(c1)CC1NCCc3cccc-2c31,1,5,0.396692825,0.670703009,-0.173469745
O=C(NCc1ccccc1)c1ccccc1,3,4,1.488642737,0.693464562,-0.158975728
c1ccc(CCc2ccccc2)cc1,3,4,1.488642737,0.693464562,-0.158975728
O=C1C=CC2C(=CCC3C4CCCC4CCC23)C1,2,7,0.566702711,0.72677272,-0.138601382
N=C1CCCC2c3cn(Cc4ccccc4)cc3CCC12,3,8,0.743900729,0.760821478,-0.118717236
C(#Cc1ccccc1)C=CC1OCCC1Oc1ccccc1,1,1,1.984585202,1,0
C(=Cc1nc2ccccc2[nH]1)c1ccc(OCc2ccco2)cc1,1,1,1.984585202,1,0
C1=CC2CC1c1cn(N=Cc3cn(Cc4ccccc4)c4ccccc34)cc12,1,1,1.984585202,1,0
C1CCC(CN2CCC3CCCCC32)CC1,1,1,1.984585202,1,0
N=C(NN=Cc1cccs1)Sc1ccn(-c2ccccc2)c1,1,1,1.984585202,1,0
N=C1CC(c2ccc(OCC(=O)Nc3ccccc3)cc2)c2ccc3ccccc3c2O1,1,1,1.984585202,1,0
O=C(C=Cc1ccc2c(c1)OCO2)Nc1cccs1,1,1,1.984585202,1,0
O=C(CCn1cc2c(c1)C1CCC2C1)Nc1ccccc1,1,1,1.984585202,1,0
O=C(CCn1cccn1)NNC(=S)Nc1ccccc1,1,1,1.984585202,1,0
O=C(CN1CCCc2ccccc21)Nc1c[nH]c2ccccc12,1,1,1.984585202,1,0
O=C(CN1CCN(CCn2cccc2)CC1)Nc1ccccc1,1,1,1.984585202,1,0
O=C(CNC(=O)Cc1ccccc1)NCC(=O)OCc1ccccc1,1,1,1.984585202,1,0
O=C(CNc1ccccc1)Nc1ccccc1,1,1,1.984585202,1,0
O=C(COC(=O)c1cccnc1)c1ccccc1,1,1,1.984585202,1,0
O=C(CSCc1ccccc1)N1CCNCC1,1,1,1.984585202,1,0
O=C(CSCc1ccccc1)Nc1ccccc1,1,1,1.984585202,1,0
O=C(CSc1ccccc1)Nc1cccc(NC(=O)c2ccco2)c1,1,1,1.984585202,1,0
O=C(CSc1ncnc2c1oc1ccccc12)c1cccs1,1,1,1.984585202,1,0
O=C(CSc1ncnc2ccccc12)NNC(=O)C1CCCCC1,1,1,1.984585202,1,0
O=C(CSc1nnc(Cc2ccccc2)[nH]1)c1ccccc1,1,1,1.984585202,1,0
O=C(Cc1ccccc1)NC(=S)Nc1ccccc1,1,1,1.984585202,1,0
O=C(Cn1cccn1)NN=Cc1ccccc1,1,1,1.984585202,1,0
O=C(Cn1cccn1)Nc1cc2c(s1)CCCC2,1,1,1.984585202,1,0
O=C(NC(=S)Nc1ccccc1N1CCCCC1)c1cccs1,1,1,1.984585202,1,0
O=C(NC1CCCC1)C(c1ccccc1)N(Cc1ccccc1)C(=O)c1cc[nH]n1,1,1,1.984585202,1,0
O=C(NCc1ccccc1)Nc1ccccc1,1,1,1.984585202,1,0
O=C(NCc1ccccc1)Oc1ccccc1,1,1,1.984585202,1,0
O=C(NCc1ccccc1)c1cccs1,1,1,1.984585202,1,0
O=C(NN=Cc1ccc(OC(=O)c2ccc3c(c2)OCO3)cc1)c1cccnc1,1,1,1.984585202,1,0
O=C(NN=Cc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,1,1,1.984585202,1,0
O=C(NNC(=O)c1cc(-c2ccccc2)nc2ccccc12)Nc1ccccc1,1,1,1.984585202,1,0
O=C(NNC(=O)c1ccccc1-n1cccc1)c1ccccc1,1,1,1.984585202,1,0
O=C(NNC(=S)NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,1,1,1.984585202,1,0
O=C(Nc1cc2c(s1)CCCC2)c1c[nH]c2nc3ccccc3nc12,1,1,1.984585202,1,0
O=C(Nc1ccc(Sc2ccccc2)cc1)c1ccccc1,1,1,1.984585202,1,0
O=C(Nc1ccc2ccccc2c1)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,1,1,1.984585202,1,0
O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,1,1,1.984585202,1,0
O=C(Nc1ccccc1)C(Cc1cccnc1)=NC(=O)c1ccco1,1,1,1.984585202,1,0
O=C(Nc1ccccc1)C1CC(c2ccccc2)=NO1,1,1,1.984585202,1,0
O=C(Nc1ccccc1)C1CC2c3ccccc3C1c1ccccc12,1,1,1.984585202,1,0
O=C(Nc1ccccc1)C1CCN(S(=O)(=O)c2cccc3nonc23)CC1,1,1,1.984585202,1,0
O=C(Nc1ccccc1)c1cc2n(n1)CCC(c1ccc3c(c1)OCO3)N2,1,1,1.984585202,1,0
O=C(Nc1ccccc1)c1cn[nH]c1,1,1,1.984585202,1,0
O=C(Nc1ccccc1)c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12,1,1,1.984585202,1,0
O=C(Nc1ccccc1)c1cnoc1,1,1,1.984585202,1,0
O=C(Nc1ccccn1)c1ccccc1,1,1,1.984585202,1,0
O=C(Nc1ccnc(-c2cccnc2)n1)c1ccccc1,1,1,1.984585202,1,0
O=C(Nc1cn[nH]c1)OCc1ccccc1,1,1,1.984585202,1,0
O=C(Nc1cnn(Cc2ccccc2)c1)c1cccc(COc2ccccc2)c1,1,1,1.984585202,1,0
O=C(Nc1cnn(Cc2ccccc2)c1)c1cn(-c2ccccc2)nc1-c1ccccc1,1,1,1.984585202,1,0
O=C(Nc1nccs1)c1ccccc1,1,1,1.984585202,1,0
O=C(c1ccccc1)N1CCC2(CCCNC2)CC1,1,1,1.984585202,1,0
O=C(c1ccccc1)N1CCOCC1,1,1,1.984585202,1,0
O=C(c1csnn1)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,1,1,1.984585202,1,0
O=C1C(=Cc2ccccc2)N=CN1c1ccccc1,1,1,1.984585202,1,0
O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1,1,1,1.984585202,1,0
O=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,1,1,1.984585202,1,0
O=C1C=CC(=O)c2cc3ccccc3cc21,1,1,1.984585202,1,0
O=C1CC(c2ccccc2)C2CC1C=C2C=Cc1ccccc1,1,1,1.984585202,1,0
O=C1CC2CCC3C(CCC4C(c5ccoc5)OC(=O)C5OC543)C2C2OC12,1,1,1.984585202,1,0
O=C1CC=CCC(NS(=O)(=O)c2ccccc2)COC(=O)CC=CCCCOC(=O)CN1,1,1,1.984585202,1,0
O=C1CCC2C(CCC3C4CCCC4CCC23)C1,1,1,1.984585202,1,0
O=C1CCCC2=C1CC(=O)N2Cc1ccccc1,1,1,1.984585202,1,0
O=C1CCCc2oc3cc4c(cc3c21)OCO4,1,1,1.984585202,1,0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,1,1,1.984585202,1,0
O=C1COc2ccccc2N1,1,1,1.984585202,1,0
O=C1NC=C(C(=O)OCc2ccccc2)C(c2ccc(-c3ccccc3)cc2)N1,1,1,1.984585202,1,0
O=C1NCCN1,1,1,1.984585202,1,0
O=C1Nc2ccccc2C12Nc1ccccc1-c1nnc(SCc3ccccc3)nc1O2,1,1,1.984585202,1,0
O=C1OC(=O)C2C3CCC(O3)C12,1,1,1.984585202,1,0
O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21,1,1,1.984585202,1,0
O=C1Oc2ccccc2Oc2ccccc21,1,1,1.984585202,1,0
O=C1c2ccccc2C(=O)N1c1ccccc1,1,1,1.984585202,1,0
O=S(=O)(NCCCc1ccccc1)c1ccccc1,1,1,1.984585202,1,0
O=S(=O)(NN=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,1,1,1.984585202,1,0
O=S(=O)(c1ccccc1)N1CCC2(CC1)CN(Cc1ccccc1)C2,1,1,1.984585202,1,0
O=S(=O)(c1ccccc1)c1cccnc1,1,1,1.984585202,1,0
O=S(=O)(c1ccccc1)c1cnn2ccc(-c3ccccc3)nc12,1,1,1.984585202,1,0
O=c1[nH]cc(C=Nc2ccccc2)c(=O)[nH]1,1,1,1.984585202,1,0
O=c1[nH]n(-c2ccccc2)cc1N=Nc1ccccc1,1,1,1.984585202,1,0
O=c1c2cccc3cccc(c32)c2nc3ccccc3n12,1,1,1.984585202,1,0
S=C(NCc1ccccc1)NN=Cc1ccccc1,1,1,1.984585202,1,0
S=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,1,1,1.984585202,1,0
S=C(Nc1ccccc1)Nc1ccccc1,1,1,1.984585202,1,0
S=P1(Nc2ccccc2)OCCO1,1,1,1.984585202,1,0
c1cc2c(s1)CCCCC2,1,1,1.984585202,1,0
c1cc2c(s1)CNCC2,1,1,1.984585202,1,0
c1ccc(-c2cc(-c3ccccc3)ncn2)cc1,1,1,1.984585202,1,0
c1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)cc1,1,1,1.984585202,1,0
c1ccc(-c2ncc(-c3nnc[nH]3)s2)cc1,1,1,1.984585202,1,0
c1ccc(-c2nccc(N3CCNCC3)n2)cc1,1,1,1.984585202,1,0
c1ccc(-c2ncco2)cc1,1,1,1.984585202,1,0
c1ccc(-c2ncsc2-c2ccccc2)cc1,1,1,1.984585202,1,0
c1ccc(-n2ccnc2)cc1,1,1,1.984585202,1,0
c1ccc(C(CN2CCOCC2)N2CCOCC2)cc1,1,1,1.984585202,1,0
c1ccc(C(c2ccccc2)c2ccccc2)cc1,1,1,1.984585202,1,0
c1ccc(C2C3CNC(c4ccccc4)C34CC2(c2ccccc2)C4)cc1,1,1,1.984585202,1,0
c1ccc(C2CCCCC2)cc1,1,1,1.984585202,1,0
c1ccc(CCCN2CCOCC2)cc1,1,1,1.984585202,1,0
c1ccc(CCNc2cnn(-c3ccccc3)[nH+]2)cc1,1,1,1.984585202,1,0
c1ccc(CCNc2nccc(-c3ccco3)n2)cc1,1,1,1.984585202,1,0
c1ccc(CNc2cc(-c3cnoc3)ncn2)cc1,1,1,1.984585202,1,0
c1ccc(CSc2ncccn2)cc1,1,1,1.984585202,1,0
c1ccc(Cc2nccc3ccccc23)cc1,1,1,1.984585202,1,0
c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,1,1,1.984585202,1,0
c1ccc(N2CCCCC2)cc1,1,1,1.984585202,1,0
c1ccc(N2CCCCCC2)cc1,1,1,1.984585202,1,0
c1ccc(Nc2ncncn2)cc1,1,1,1.984585202,1,0
c1ccc(OCCOCCOc2ccccc2)cc1,1,1,1.984585202,1,0
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,1,1,1.984585202,1,0
c1ccc2c(c1)[nH]c1ccncc12,1,1,1.984585202,1,0
c1ccc2c(c1)ccc1occc12,1,1,1.984585202,1,0
c1ccc2cnccc2c1,1,1,1.984585202,1,0
O=C(COc1ccccc1)Nc1ccccc1,2,3,1.32305392,1,0
O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,2,3,1.32305392,1,0
c1ccc(CC2CCCCC2)cc1,2,3,1.32305392,1,0
c1ccc(Nc2cc(-c3ccccc3)ncn2)cc1,2,3,1.32305392,1,0
c1cn[nH]c1,2,3,1.32305392,1,0
C1=CC(c2ccccc2)OCC1Oc1ccccc1,3,5,1.190745934,1,0
C=C1CCc2ccccc21,1,2,0.992152466,1,0
O=C(C=Cc1ccccc1)OCCc1ccccc1,1,2,0.992152466,1,0
O=C(CCNc1ccccc1)c1ccccc1,1,2,0.992152466,1,0
O=C(NCc1ccccc1)C1CC(c2ccccc2)=NO1,1,2,0.992152466,1,0
O=C(NCc1cccs1)c1c[nH]c2nc3ccccc3nc12,1,2,0.992152466,1,0
O=C(NNC(=O)c1ccccc1)c1ccccc1,1,2,0.992152466,1,0
O=C(Nc1ncc(-c2csc(Nc3ccccc3)n2)s1)c1ccccc1,1,2,0.992152466,1,0
O=C(c1ccccc1)N1CCCC2(CCNC2)C1,1,2,0.992152466,1,0
O=C(c1cnccn1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,1,2,0.992152466,1,0
O=C1C=CC(=O)C=C1,1,2,0.992152466,1,0
O=C1C=CC(=O)c2ccccc21,1,2,0.992152466,1,0
O=C1c2ccccc2-c2ccccc21,1,2,0.992152466,1,0
O=C1c2ccccc2OC2COc3ccccc3C12,1,2,0.992152466,1,0
c1cc(N2CCCC3(CCNCC3)C2)ccn1,1,2,0.992152466,1,0
c1ccc(-c2nc(N3CCNCC3)c3ccccc3n2)cc1,1,2,0.992152466,1,0
c1ccc(-c2nccc(NCc3cnccn3)n2)cc1,1,2,0.992152466,1,0
c1ccc(-c2nnc(-c3ccccc3)o2)cc1,1,2,0.992152466,1,0
c1ccc(-n2cnc3ccccc32)cc1,1,2,0.992152466,1,0
c1ccc(C2CC2)cc1,1,2,0.992152466,1,0
c1ccc(CCCNCCc2ccccc2)cc1,1,2,0.992152466,1,0
c1ccc2c(c1)[nH]c1ccccc12,1,2,0.992152466,1,0
c1ccc2nc(N3CCOCC3)ccc2c1,1,2,0.992152466,1,0
c1ccc2nc3ccccc3cc2c1,1,2,0.992152466,1,0
c1ccc2sccc2c1,1,2,0.992152466,1,0
c1cnc2[nH]ncc2c1,1,2,0.992152466,1,0
c1ccc(-c2ncccn2)cc1,2,4,0.992150266,1,0
c1ccc2c(c1)OCO2,5,10,0.992143659,1,0
O=C(Oc1ccccc1)c1ccccc1,3,7,0.850292445,1,0
C(=Cc1ccccc1)c1ccccc1,2,5,0.793608074,1,0
C(=Nn1cnnc1)c1ccccc1,1,3,0.661341555,1,0
C=C1CCCCC1=CC=C1CCCC2CCCC12,1,3,0.661341555,1,0
O=C(Nc1ccccc1)N1CCC2(CC1)CCN(C(=O)c1ccccc1)CC2,1,3,0.661341555,1,0
O=C(Nc1ccccc1)Oc1ccccc1,1,3,0.661341555,1,0
O=C(c1ccccc1)N1CC=CC1Cc1ccccc1,1,3,0.661341555,1,0
O=C1NCCN1Cc1ccccc1,1,3,0.661341555,1,0
O=S(=O)(Nc1ccncn1)c1ccccc1,1,3,0.661341555,1,0
c1ccc(-c2cc(NCc3cnccn3)ncn2)cc1,1,3,0.661341555,1,0
c1ccc(-c2ccc3ccccc3n2)cc1,1,3,0.661341555,1,0
c1ccc(-c2nc3ccccc3[nH]2)cc1,1,3,0.661341555,1,0
c1ccc(Sc2ccccc2)cc1,1,3,0.661341555,1,0
C(#CC1C=CC(OCc2ccccc2)CO1)c1ccccc1,0,1,0,1,0
C(#CC1C=CC(Oc2ccc3c(c2)OCO3)CO1)c1ccccc1,0,1,0,1,0
C(#CC1C=CCCO1)C1=CCCCC1,0,1,0,1,0
C(#CCN1CCCC1)CN1CCCC1,0,1,0,1,0
C(#Cc1ccc(C2CCCCN2)cc1)c1ccccc1,0,1,0,1,0
C(#Cc1ccccc1)c1ccccc1,0,1,0,1,0
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,0,1,0,1,0
C(=C1CCCC2C1=Nc1ncnn1C2c1ccccc1)c1ccccc1,0,1,0,1,0
C(=C1CCc2c1nc1ccccc1c2CC1CCCCN1)c1ccccc1,0,1,0,1,0
C(=C1c2ccccc2-c2ccccc21)c1ccccc1,0,1,0,1,0
C(=CC1CCCO1)c1ccccc1,0,1,0,1,0
C(=CN1CCN(C(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1,0,1,0,1,0
C(=CN1CCOCC1)c1ccccc1,0,1,0,1,0
C(=Cc1c[nH]c2ccccc12)c1ccccc1,0,1,0,1,0
C(=Cc1ccc2ccccc2n1)c1ccc[nH+]c1,0,1,0,1,0
C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1,0,1,0,1,0
C(=Cc1cccc2ccccc12)c1ccc2ccccc2n1,0,1,0,1,0
