,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1374,31,31,31,14,31,14,31,24,50,31,31,14,50,25,45,31,12,31,18,31,45,24,1,31,31,12,31,18,47,31,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,31,47,31,12,31,18,31,14,31,14,24,50,31,18,31,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,31,31,14,31,14,31,14,50,12,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,31,14,31,14,31,14,24,50,31,14,31,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,31,31,31,31,31,31,31,31,31,31,31,47,31,12,31,18,31,14,31,14,31,14,50,12,31,12,31,18,47,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,31,14,31,14,31,14,31,14,50,12,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,31,31,31,31,31,31,14,31,24,31,47,14,31,24,31,47,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,31,31,31,47,31,12,31,18,31,14,31,14,31,14,50,12,31,12,31,18,47,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,47,14,24,31,47,31,45,31,12,31,18,31,14,31,14,24,12,36,12,31,18,46,31,14,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,31,14,31,14,31,14,31,24,31,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,31,45,24,31,31,31,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,47,14,24,50,31,32,31,14,31,14,24,31,32,31,14,50,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,45,31,12,31,18,31,14,31,14,31,14,50,12,36,12,31,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,47,14,24,31,47,31,14,31,14,31,14,50,12,36,12,31,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,45,31,14,31,14,31,24,13,53,12,31,18,12,31,18,47,14,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,31,45,31,29,24,31,47,31,14,31,14,31,24,31,47,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,45,14,24,31,45,45,53,12,31,18,12,31,18,31,14,31,14,24,31,45,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,31,31,14,31,14,24,31,45,31,24,12,36,12,31,18,46,14,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,31,31,14,31,14,24,12,36,12,31,18,46,31,24,31,45,14,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,31,45,31,14,31,14,24,12,36,12,31,18,46,31,14,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,23,31,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,45,31,14,31,24,12,31,12,31,18,47,14,24,31,47,31,24,13,53,12,31,18,12,31,18,47,14,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,47,14,45,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,31,45,24,31,31,31,14,31,14,31,24,31,47,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,31,29,24,31,45,29,24,31,47,31,14,31,14,24,31,47,31,24,31,47,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,31,14,31,47,31,12,31,18,31,14,31,14,31,14,50,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,31,31,31,31,31,31,31,31,31,14,31,14,24,31,47,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,31,47,31,12,31,18,31,47,31,14,31,14,24,31,32,31,14,50,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,45,3,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,31,31,12,31,18,6,14,6,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,31,31,14,31,14,24,31,47,31,24,31,45,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,47,15,24,31,46,31,14,31,24,31,32,14,24,31,32,31,24,31,32,14,50,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,47,14,31,14,31,14,24,31,32,31,24,31,32,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,47,15,24,31,46,31,14,31,14,24,31,33,31,24,12,36,12,31,18,46,14,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,45,27,25,50,24,31,31,14,31,14,24,2,45,24,51,31,31,32,31,31,32,31,14,50,17,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,47,14,31,14,24,31,32,31,14,31,14,50,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,47,14,24,31,32,31,14,31,14,31,14,50,12,36,12,31,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,35,31,31,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,47,15,24,31,46,31,14,31,14,31,24,31,35,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,47,15,24,31,46,31,14,31,14,24,24,45,31,31,47,31,24,24,47,31,31,47,14,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,31,31,14,31,14,24,12,36,12,31,18,46,31,24,31,31,14,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,31,31,24,31,31,31,31,14,31,14,24,2,29,24,31,31,31,12,31,18,47,31,14,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,32,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,47,14,31,14,31,14,24,12,31,12,31,18,47,31,14,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,31,31,14,31,14,31,24,12,36,12,31,18,46,14,50,13,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,47,14,24,31,47,31,14,31,14,24,17,53,12,31,18,12,31,18,45,24,31,32,32,31,14,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,31,47,31,12,31,18,29,24,2,31,31,14,31,14,31,14,50,12,45,31,12,31,18,27,24,31,45,31,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,31,31,14,31,14,24,12,31,12,31,18,47,31,14,50,13,36,12,31,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,31,31,14,24,12,31,12,31,18,47,31,14,31,14,50,13,36,12,31,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,31,31,12,31,18,31,14,31,14,24,12,36,12,31,18,46,31,14,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,31,45,24,31,31,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,45,31,14,31,14,31,14,50,12,31,12,31,18,31,31,24,31,45,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,31,14,31,14,31,14,31,14,50,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,47,14,24,31,47,6,14,6,14,31,14,24,25,6,14,6,12,31,18,47,31,14,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,45,29,25,50,24,31,31,14,31,14,24,2,45,24,51,31,31,32,31,31,32,31,14,50,17,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,45,27,24,45,31,53,31,31,14,31,14,31,14,50,12,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,45,29,24,17,31,31,14,31,14,24,31,33,31,14,50,1,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,47,14,24,51,6,17,9,45,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,31,47,31,14,31,25,50,31,31,45,31,12,31,18,31,31,31,31,31,31,31,24,31,31,31,14,31,14,51,50,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,31,6,24,50,31,18,14,6,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,31,47,31,14,31,24,25,6,14,6,12,31,18,47,14,31,14,50,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,47,14,24,31,47,31,31,14,31,14,24,31,47,31,24,31,47,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,47,14,24,31,47,31,31,14,31,14,24,12,36,12,31,18,46,31,14,50,13,36,12,31,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,31,45,31,14,31,14,31,14,50,12,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,45,45,31,12,31,18,31,14,31,14,24,31,47,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,31,47,31,14,31,24,1,31,31,12,31,18,47,14,31,14,50,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,31,31,47,31,12,31,18,31,14,24,31,31,31,14,24,31,47,31,14,50,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,45,14,24,31,45,45,31,31,14,31,14,31,24,31,35,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,45,31,31,14,31,14,24,12,31,12,31,18,47,31,14,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,31,3,31,24,31,31,47,31,12,31,18,31,24,31,31,45,31,12,31,18,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,31,6,14,6,14,31,14,24,31,47,31,24,50,47,31,14,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,31,14,24,31,31,31,24,31,47,6,14,6,14,31,14,24,50,47,31,31,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,31,14,31,31,31,6,14,24,31,6,31,24,3,47,31,31,14,31,14,24,50,47,31,31,14,50,25,31,24,17,31,31,6,14,24,31,57,31,24,31,45,18,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,31,14,31,47,31,12,31,18,31,24,12,31,24,31,31,18,31,24,25,45,31,12,31,18,47,31,31,14,31,14,24,31,32,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,31,14,31,47,31,12,31,18,31,24,12,31,24,31,31,18,31,24,25,45,31,12,31,18,47,31,31,14,31,14,31,24,13,31,24,31,33,24,31,33,33,14,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,31,14,31,47,31,12,31,18,31,24,12,31,24,31,31,18,31,24,25,45,31,12,31,18,47,31,31,14,31,14,31,24,31,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,31,14,31,47,31,12,31,18,31,24,12,31,24,31,31,18,31,24,25,45,31,12,31,18,47,31,31,14,31,14,31,24,31,33,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,31,14,31,47,31,12,31,18,31,24,12,31,24,31,31,18,31,24,25,45,31,12,31,18,47,31,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,31,31,24,17,29,24,31,47,31,14,31,14,31,14,50,12,45,24,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,31,31,12,31,18,6,12,2,14,57,14,31,14,31,14,50,12,31,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,31,31,12,31,18,47,31,14,24,31,31,31,14,31,14,50,1,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,31,31,24,31,31,24,50,31,18,31,31,14,31,24,13,31,24,31,31,24,31,31,31,14,24,31,47,31,24,13,31,24,31,31,24,31,31,31,14,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,31,31,24,31,31,24,50,31,47,31,31,14,31,24,13,31,24,31,31,24,31,31,31,14,24,31,47,31,24,13,31,24,31,31,24,31,31,31,14,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,31,31,24,31,31,31,25,51,3,45,31,12,31,18,31,24,17,31,31,14,31,14,24,31,47,31,14,50,1,45,31,12,31,18,31,24,14,45,31,12,31,18,31,24,31,33,24,31,33,33,31,24,31,31,31,31,12,31,18,47,0,0,0,0,0,0
1929,31,31,24,31,31,31,31,24,25,45,31,12,31,18,31,45,31,12,31,18,45,31,24,2,31,31,14,31,14,31,14,50,12,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,31,31,24,31,31,31,31,47,31,12,31,18,6,14,6,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,31,31,24,31,45,29,24,31,47,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,31,31,14,31,24,31,47,14,24,31,31,31,24,31,47,14,50,13,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,31,31,31,12,31,18,31,31,24,25,45,31,12,31,18,47,31,31,14,31,14,24,31,33,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,31,31,31,6,14,24,51,57,31,31,31,24,17,45,31,12,31,18,47,31,31,24,31,31,31,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,31,31,31,31,31,31,6,24,50,31,18,14,57,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,31,31,31,31,31,31,6,14,57,31,31,31,31,31,31,31,14,31,14,31,24,31,47,14,50,1,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,31,31,31,31,31,31,31,12,31,18,31,31,14,31,24,50,47,31,14,24,50,47,31,31,14,50,2,31,14,24,25,31,12,31,18,47,31,31,31,12,31,18,47,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,31,31,31,31,31,31,31,24,31,31,47,31,12,31,18,31,47,31,14,31,14,24,31,32,31,14,50,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,31,31,31,31,31,31,31,31,31,31,31,24,31,31,24,31,31,31,12,31,18,45,31,14,24,50,47,31,31,14,24,50,47,31,31,14,50,2,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,31,18,45,31,31,31,14,31,14,24,31,47,31,24,31,47,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,31,18,45,31,31,31,14,31,14,24,31,47,31,24,31,47,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,31,31,47,31,12,31,18,31,14,24,31,31,31,14,24,31,47,31,24,31,31,14,50,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,31,31,47,49,12,31,18,25,50,12,31,31,24,12,31,24,31,31,18,31,24,31,47,31,14,31,14,31,14,50,12,47,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,31,45,24,50,45,18,31,14,31,14,24,31,47,31,24,31,47,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,31,45,31,29,24,31,47,31,14,31,14,24,31,47,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,31,45,31,14,31,14,31,14,50,12,31,12,31,18,47,31,31,24,31,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
